base_path,title
/government/publications/criminality-guidance-in-article-8-echr-cases,Criminality guidance in article 8 ECHR cases: caseworker guidance
/government/publications/debt-to-the-nhs-border-force-officer-guidance,Debt to the NHS: Border Force officer guidance
/government/publications/deporting-non-eea-foreign-nationals,Deporting foreign nationals on conducive grounds: caseworker guidance
/government/publications/disclosing-personal-information-to-victims-of-foreign-offenders,Disclosing personal information to victims: caseworker guidance
/government/publications/the-early-removal-scheme-for-foreign-offenders,Early removal scheme for foreign offenders: caseworker guidance
/government/publications/exclusion-decisions-and-exclusion-orders,Exclusion from the UK – decisions and orders: caseworker guidance
/government/publications/the-facilitated-return-scheme-frs,Facilitated return scheme: caseworker guidance
/government/publications/foreign-witnesses,Foreign witnesses: caseworker guidance
/government/publications/handling-telephone-calls-to-duty-officer-numbers,Handling telephone calls to duty officers: caseworker guidance
/government/publications/home-detention-curfew-scheme,Home detention curfew scheme: caseworker guidance
/government/publications/liaising-with-the-national-crime-agency-nca,Liaising with the National Crime Agency: caseworker guidance
/government/publications/managing-foreign-offenders-cases-with-families,Managing foreign offenders cases with families: caseworker guidance
/government/publications/managing-foreign-national-offenders-under-18-years-old,Foreign national offenders under 18 years old: caseworker guidance
/government/publications/managing-non-detained-convicted-foreign-nationals,Managing non-detained convicted foreign nationals: caseworker guidance
/government/publications/managing-returning-families-with-children,Managing returning families with children: caseworker guidance
/government/publications/office-administration-processes-in-criminal-cases,Office administration in criminal cases: caseworker guidance
/government/publications/release-on-temporary-licence-and-transfer-to-open-conditions,Release on temporary licence: caseworker guidance
/government/publications/the-tariff-expired-removal-scheme,Tariff-expired removal scheme: caseworker guidance
/government/publications/immigration-status-and-enforcement-action-caseworker-guidance,Immigration status and enforcement action: caseworker guidance
/government/publications/offender-management-caseworker-guidance,Offender management: caseworker guidance
/government/publications/powers-and-operational-procedure-caseworker-guidance,Powers and operational procedure: caseworker guidance
/government/publications/returns-preparation,Returns preparation: caseworker guidance
/government/publications/documents-for-enforced-removals,Returns by UK letter and emergency travel document: caseworker guidance
/government/publications/electronic-travel-authorisation-caseworker-guidance,Electronic travel authorisation: caseworker guidance
/government/publications/electronic-travel-authorisation-irish-resident-exemption-caseworker-guidance,Electronic travel authorisation – Irish resident exemption
/government/publications/seafarers-crm01,Seafarers
/government/publications/aircrew-crm02,Aircrew: CRM02
/government/publications/immigration-legislation-and-powers-ecb01,Immigration legislation and powers: ECB01
/government/publications/what-is-entry-clearance-ecb03,What is entry clearance: ECB03
/government/publications/who-needs-an-entry-clearance-ecb04,Deportees: ECB04
/government/publications/where-to-apply-ecb05,Where to apply: ECB05
/government/publications/returnability-ecb07,Returnability: ECB07
/government/publications/what-are-acceptable-travel-documents-for-entry-clearance-ecb08,What are acceptable travel documents for entry clearance: ECB08
/government/publications/making-a-decision-on-an-application-ecb10,Making a decision on an application: ECB10
/government/publications/significance-of-information-from-a-sponsor-ecb11,Significance of information from a sponsor: ECB11
/government/publications/visa-endorsements-and-conditions-ecb13,Visa endorsements and conditions: ECB13
/government/publications/arriving-in-or-departing-from-the-uk-ecb15,Arriving in or departing from the UK:  ECB15
/government/publications/transferring-a-visa-to-a-new-passport-ecb17,Transferring a visa to a new immigration document: ECB17
/government/publications/risk-and-liaison-overseas-network-ecb21,Risk and liaison overseas network: ECB21
/government/publications/extant-leave-ecb22,Extant leave: ECB22
/government/publications/exempt-exm,Exemptions for visa applications: caseworker guidance
/government/publications/family-members-under-part-8-and-appendix-fm-of-the-immigration-rules,Family members under Part 8 and Appendix FM of the Immigration Rules
/government/publications/maintenance-and-accommodation-maa,Maintenance and accommodation (MAA)
/government/publications/medical-issues-med,Medical issues (MED)
/government/publications/become-a-british-citizen-by-naturalisation-form-an,Become a British citizen by naturalisation (form AN)
/government/publications/register-child-under-18-as-british-citizen-form-mn1,Register child under 18 as British citizen (form MN1)
/government/publications/register-as-a-british-citizen-form-bos,Register as a British citizen (form B(OS))
/government/publications/register-as-a-british-citizen-form-bota,Register as a British citizen (form B(OTA))
/government/publications/application-to-register-as-british-citizen-form-em,Application to register as British citizen: form EM
/government/publications/register-as-a-british-citizen-stateless-person-born-before-1983-form-s1,Register as a British citizen - stateless person born before 1983 (form S1)
/government/publications/register-as-a-british-citizen-stateless-person-born-outside-the-uk-or-british-overseas-territories-form-s2,Register as a British citizen - stateless person born outside the UK or British Overseas Territories (form S2)
/government/publications/register-as-a-british-citizen-uk-born-stateless-person-form-s3,Register as a British citizen: UK-born stateless person (form S3)
/government/publications/register-as-a-british-citizen-form-t,Register as a British citizen (form T)
/government/publications/register-as-a-british-citizen-form-rs1,Register as a British citizen (form RS1)
/government/publications/register-as-a-british-citizen-if-you-were-born-before-july-2006-to-a-british-father-form-ukf,Register as a British citizen (form UKF)
/government/publications/register-as-a-british-citizen-form-ukm,Register as a British citizen (form UKM)
/government/publications/application-to-register-as-british-overseas-territories-citizen,Application to register as British overseas territories citizen
/government/publications/register-as-a-british-overseas-territories-citizen-form-botc-f,Register as a British Overseas Territories citizen (form BOTC (F))
/government/publications/register-as-a-british-overseas-territories-citizen-form-botcm,Register as a British Overseas Territories citizen (form BOTC(M))
/government/publications/application-for-registration-as-a-british-citizen-form-ard,Application for registration as a British citizen (form ARD)
/government/publications/application-to-register-child-as-british-overseas-territories-citizen,Application to register child as British overseas territories citizen
/government/publications/application-to-register-child-under-18-as-british-overseas-citizen,Application to register child under 18 as British Overseas citizen
/government/publications/application-to-register-child-under-18-as-british-subject,Application to register child under 18 as British subject
/government/publications/child-citizenship-fee-waiver-request-form,Child citizenship fee waiver request
/government/publications/apply-for-a-duplicate-citizenship-certificate-form-nc,Apply for a duplicate citizenship certificate (form NC)
/government/publications/apply-for-confirmation-of-british-nationality-status-form-ns,Apply for confirmation of British nationality status (form NS)
/government/publications/apply-for-proof-that-you-do-not-have-british-citizenship-form-nq,Apply for proof that you do not have British citizenship (form NQ)
/government/publications/application-for-review-when-british-citizenship-is-refused-form-nr,Application for review when British citizenship is refused: form NR
/government/publications/correct-a-registration-or-naturalisation-certificate,Correct a registration or naturalisation certificate
/government/publications/apply-to-give-up-renounce-british-citizenship-form-rn,Apply to give up (renounce) British citizenship (form RN)
/government/publications/application-for-a-certificate-of-entitlement-to-the-right-of-abode-form-roa,Application for a certificate of entitlement to the right of abode (form ROA)
/government/publications/application-to-reconsider-a-decision-for-a-certificate-of-entitlement-to-the-right-of-abode,Application to reconsider a decision for a certificate of entitlement to the right of abode
/government/publications/application-for-uk-visa-as-member-of-hm-armed-forces-vaf-af,Apply for a UK visa as a member of HM Forces or their family: form VAF AF
/government/publications/application-to-extend-stay-in-uk-hm-forces-form-flraf,Extend your stay in the UK as a member of HM Forces or their dependant: form FLR(AF)
/government/publications/application-to-settle-in-uk-as-former-member-of-hm-forces-setaf,Settle in the UK as a former member of HM Forces: form SET(AF)
/government/publications/application-to-settle-in-uk-form-setdv,Settle in the UK as a victim of domestic violence: form SET(DV)
/government/publications/application-for-benefits-for-visa-holder-domestic-violence,Apply for the migrant victims of domestic abuse concession
/government/publications/application-for-asylum-support-form-asf1,Apply for asylum support: form ASF1
/government/publications/application-for-additional-asylum-support-form-asf2,Application for additional asylum support: form ASF2
/government/publications/application-to-extend-stay-or-settle-in-the-uk-form-dl,Extend stay or settle in the UK as a person who was refused asylum: form FLR(DL)
/government/publications/application-to-extend-stay-in-the-uk-flrhro,Application to extend stay in the UK: FLR(HRO)
/government/publications/apply-to-extend-stay-in-the-uk-as-a-partner-or-dependent-child-form-flrm,Extend your stay in the UK as a partner or dependent child: form FLR (M)
/government/publications/application-to-extend-stay-in-uk-as-child-of-a-refugee,Apply for permission to stay in the UK as a child of a close relative with protection status in the UK: FLR(P)
/government/publications/application-to-extend-stay-in-uk-as-stateless-person-form-flrs,Apply for leave to remain as a stateless person: form FLR(S)
/government/publications/application-for-an-integration-loan,Apply for a refugee integration loan
/government/publications/request-to-change-humanitarian-protection-status-to-refugee-status,Request to change humanitarian protection status to refugee status
/government/publications/section-42-medical-declaration,Section 4(2) medical declaration
/government/publications/application-for-section-4-extra-services-or-facilities,Application for section 4 extra services or facilities
/government/publications/apply-to-extend-your-stay-in-the-uk-form-flrfp,Apply to extend your stay in the UK: form FLR(FP)
/government/publications/application-to-extend-stay-in-the-uk-flrir,Application to extend stay in the UK: FLR(IR)
/government/publications/application-to-extend-stay-in-uk-long-residence-form-flrlr,Extend your stay in the UK on the basis of long residence: form FLR(LR)
/government/publications/application-to-settle-in-the-uk-as-a-child-under-18-form-setf,Settle in the UK as a child under 18: form SET(F)
/government/publications/settle-in-the-uk-as-a-grenfell-tower-survivor-form-setgt,Settle in the UK as a Grenfell Tower survivor: form SET(GT)
/government/publications/application-to-settle-in-the-uk-form-setm,"Settle in the UK as the partner of a person, or parent of a child, who is in the UK and settled here: form SET(M)"
/government/publications/application-to-settle-in-the-uk-form-seto,Settle in the UK in various immigration categories: form SET(O)
/government/publications/visa-regulations-revised-table,UK visa fees
/government/publications/immigration-rules-archive-30-july-2026-to-2-august-2026,Immigration Rules archive: 30 July 2026 to 2 August 2026
/government/publications/immigration-rules-archive-1-july-2026-to-29-july-2026,Immigration Rules archive: 1 July 2026 to 29 July 2026
/government/publications/immigration-rules-archive-29-april-2026-to-30-june-2026,Immigration Rules archive: 29 April 2026 to 30 June 2026
/government/publications/immigration-rules-archive-8-april-2026-to-28-april-2026,Immigration Rules archive: 8 April 2026 to 28 April 2026
/government/publications/immigration-rules-archive-2-april-2026-to-7-april-2026,Immigration Rules archive: 2 April 2026 to 7 April 2026
/government/publications/immigration-rules-archive-26-march-2026-to-1-april-2026,Immigration Rules archive: 26 March 2026 to 1 April 2026
/government/publications/immigration-rules-archive-5-march-2026-to-25-march-2026,Immigration Rules archive: 5 March 2026 to 25 March 2026
/government/publications/immigration-rules-archive-8-january-2026-to-4-march-2026,Immigration Rules archive: 8 January 2026 to 4 March 2026
/government/publications/immigration-rules-archive-1-january-2026-to-7-january-2026,Immigration Rules archive: 1 January 2026 to 7 January 2026
/government/publications/immigration-rules-archive-30-december-2025-to-31-december-2025,Immigration Rules archive: 30 December 2025 to 31 December 2025
/government/publications/immigration-rules-archive-9-december-2025-to-29-december-2025,Immigration Rules archive: 9 December 2025 to 29 December 2025
/government/publications/immigration-rules-archive-25-november-2025-to-8-december-2025,Immigration Rules archive: 25 November 2025 to 8 December 2025
/government/publications/immigration-rules-archive-11-november-2025-to-24-november-2025,Immigration Rules archive: 11 November 2025 to 24 November 2025
/government/publications/immigration-rules-archive-4-november-2025-to-10-november-2025,Immigration Rules archive: 4 November 2025 to 10 November 2025
/government/publications/immigration-rules-archive-14-october-2025-to-3-november-2025,Immigration Rules archive: 14 October 2025 to 3 November 2025
/government/publications/immigration-rules-archive-4-september-2025-to-13-october-2025,Immigration Rules archive: 4 September 2025 to 13 October 2025
/government/publications/immigration-rules-archive-13-august-2025-to-3-september-2025,Immigration Rules archive: 13 August 2025 to 3 September 2025
/government/publications/immigration-rules-archive-6-august-2025-to-12-august-2025,Immigration Rules archive: 6 August 2025 to 12 August 2025
/government/publications/immigration-rules-archive-5-august-2025-to-5-august-2025,Immigration Rules archive: 5 August 2025 to 5 August 2025
/government/publications/immigration-rules-archive-4-august-2025-to-4-august-2025,Immigration Rules archive: 4 August 2025 to 4 August 2025
/government/publications/immigration-rules-archive-29-july-2025-to-3-august-2025,Immigration Rules archive: 29 July 2025 to 3 August 2025
/government/publications/immigration-rules-archive-22-july-2025-to-28-july-2025,Immigration Rules archive: 22 July 2025 to 28 July 2025
/government/publications/immigration-rules-archive-17-july-2025-to-21-july-2025,Immigration Rules archive: 17 July 2025 to 21 July 2025
/government/publications/immigration-rules-archive-16-july-2025-to-16-july-2025,Immigration Rules archive: 16 July 2025 to 16 July 2025
/government/publications/immigration-rules-archive-1-july-2025-to-15-july-2025,Immigration Rules archive: 1 July 2025 to 15 July 2025
/government/publications/immigration-rules-archive-29-may-2025-to-30-june-2025,Immigration Rules archive: 29 May 2025 to 30 June 2025
/government/publications/immigration-rules-archive-9-april-2025-to-28-may-2025,Immigration Rules archive: 9 April 2025 to 28 May 2025
/government/publications/immigration-rules-archive-2-april-2025-to-8-april-2025,Immigration Rules archive: 2 April 2025 to 8 April 2025
/government/publications/immigration-rules-archive-12-march-2025-to-1-april-2025,Immigration Rules archive: 12 March 2025 to 1 April 2025
/government/publications/immigration-rules-archive-11-march-2025-to-11-march-2025,Immigration Rules archive: 11 March 2025 to 11 March 2025
/government/publications/immigration-rules-archive-18-february-2025-to-10-march-2025,Immigration Rules archive: 18 February 2025 to 10 March 2025
/government/publications/immigration-rules-archive-13-february-2025-to-17-february-2025,Immigration Rules archive: 13 February 2025 to 17 February 2025
/government/publications/immigration-rules-archive-4-february-2025-to-12-february-2025,Immigration Rules archive: 4 February 2025 to 12 February 2025
/government/publications/immigration-rules-archive-2-january-2025-to-3-february-2025,Immigration Rules archive: 2 January 2025 to 3 February 2025
/government/publications/immigration-rules-archive-18-december-2024-to-1-january-2025,Immigration Rules archive: 18 December 2024 to 1 January 2025
/government/publications/immigration-rules-archive-26-november-2024-to-17-december-2024,Immigration Rules archive: 26 November 2024 to 17 December 2024
/government/publications/immigration-rules-archive-8-november-2024-to-25-november-2024,Immigration Rules archive: 8 November 2024 to 25 November 2024
/government/publications/immigration-rules-archive-10-october-2024-to-7-november-2024,Immigration Rules archive: 10 October 2024 to 7 November 2024
/government/publications/immigration-rules-archive-9-october-2024-to-9-october-2024,Immigration Rules archive: 9 October 2024 to 9 October 2024
/government/publications/immigration-rules-archive-8-october-2024-to-8-october-2024,Immigration Rules archive: 8 October 2024 to 8 October 2024
/government/publications/immigration-rules-archive-10-september-2024-to-7-october-2024,Immigration Rules archive: 10 September 2024 to 7 October 2024
/government/publications/immigration-rules-archive-6-june-2024-to-9-september-2024,Immigration Rules archive: 6 June 2024 to 9 September 2024
/government/publications/immigration-rules-archive-16-may-2024-to-5-june-2024,Immigration Rules archive: 16 May 2024 to 5 June 2024
/government/publications/immigration-rules-archive-11-april-2024-to-15-may-2024,Immigration Rules archive: 11 April 2024 to 15 May 2024
/government/publications/immigration-rules-archive-10-april-2024-to-10-april-2024,Immigration Rules archive: 10 April 2024 to 10 April 2024
/government/publications/immigration-rules-archive-4-april-2024-to-9-april-2024,Immigration Rules archive: 4 April 2024 to 9 April 2024
/government/publications/immigration-rules-archive-11-march-2024-to-3-april-2024,Immigration Rules archive: 11 March 2024 to 3 April 2024
/government/publications/immigration-rules-archive-22-february-2024-to-10-march-2024,Immigration Rules archive: 22 February 2024 to 10 March 2024
/government/publications/immigration-rules-archive-19-february-2024-to-21-february-2024,Immigration Rules archive: 19 February 2024 to 21 February 2024
/government/publications/immigration-rules-archive-31-january-2024-to-18-february-2024,Immigration Rules archive: 31 January 2024 to 18 February 2024
/government/publications/immigration-rules-archive-16-january-2024-to-30-january-2024,Immigration Rules archive: 16 January 2024 to 30 January 2024
/government/publications/immigration-rules-archive-28-december-2023-to-15-january-2024,Immigration Rules archive: 28 December 2023 to 15 January 2024
/government/publications/immigration-rules-archive-15-november-2023-to-27-december-2023,Immigration Rules archive: 15 November 2023 to 27 December 2023
/government/publications/immigration-rules-archive-5-october-2023-to-14-november-2023,Immigration Rules archive: 5 October 2023 to 14 November 2023
/government/publications/immigration-rules-archive-9-august-2023-to-4-october-2023,Immigration Rules archive: 9 August 2023 to 4 October 2023
/government/publications/immigration-rules-archive-7-august-2023-to-8-august-2023,Immigration Rules archive: 7 August 2023 to 8 August 2023
/government/publications/immigration-rules-archive-25-july-2023-to-6-august-2023,Immigration Rules archive: 25 July 2023 to 6 August 2023
/government/publications/immigration-rules-archive-19-july-2023-to-24-july-2023,Immigration Rules archive: 19 July 2023 to 24 July 2023
/government/publications/immigration-rules-archive-17-july-2023-to-18-july-2023,Immigration Rules archive: 17 July 2023 to 18 July 2023
/government/publications/immigration-rules-archive-29-june-2023-to-16-july-2023,Immigration Rules archive: 29 June 2023 to 16 July 2023
/government/publications/immigration-rules-archive-1-june-2023-to-28-june-2023,Immigration Rules archive: 1 June 2023 to 28 June 2023
/government/publications/immigration-rules-archive-13-april-2023-to-31-may-2023,Immigration Rules archive: 13 April 2023 to 31 May 2023
/government/publications/immigration-rules-archive-12-april-2023-to-12-april-2023,Immigration Rules archive: 12 April 2023 to 12 April 2023
/government/publications/immigration-rules-archive-30-january-2023-to-11-april-2023,Immigration Rules archive: 30 January 2023 to 11 April 2023
/government/publications/immigration-rules-archive-30-november-2022-to-29-january-2023,Immigration Rules archive: 30 November 2022 to 29 January 2023
/government/publications/immigration-rules-archive-9-november-2022-to-29-november-2022,Immigration Rules archive: 9 November 2022 to 29 November 2022
/government/publications/immigration-rules-archive-18-october-2022-to-08-november-2022,Immigration Rules archive: 18 October 2022 to 08 November 2022
/government/publications/immigration-rules-archive-22-august-2022-to-17-october-2022,Immigration Rules archive: 22 August 2022 to 17 October 2022
/government/publications/immigration-rules-archive-10-august-2022-to-21-august-2022,Immigration Rules archive: 10 August 2022 to 21 August 2022
/government/publications/immigration-rules-archive-28-june-2022-to-9-august-2022,Immigration Rules archive: 28 June 2022 to 9 August 2022
/government/publications/immigration-rules-archive-20-june-2022-to-27-june-2022,Immigration Rules archive: 20 June 2022 to 27 June 2022
/government/publications/immigration-rules-archive-1-june-2022-to-19-june-2022,Immigration Rules archive: 1 June 2022 to 19 June 2022
/government/publications/immigration-rules-archive-30-may-2022-to-31-may-2022,Immigration Rules archive: 30 May 2022 to 31 May 2022
/government/publications/immigration-rules-archive-11-may-2022-to-29-may-2022,Immigration Rules archive: 11 May 2022 to 29 May 2022
/government/publications/immigration-rules-archive-11-april-2022-to-10-may-2022,Immigration Rules archive: 11 April 2022 to 10 May 2022
/government/publications/immigration-rules-archive-6-april-2022-to-10-april-2022,Immigration Rules archive: 6 April 2022 to 10 April 2022
/government/publications/immigration-rules-archive-30-march-2022-to-5-april-2022,Immigration Rules archive: 30 March 2022 to 5 April 2022
/government/publications/immigration-rules-archive-17-february-2022-to-29-march-2022,Immigration Rules archive: 17 February 2022 to 29 March 2022
/government/publications/immigration-rules-archive-15-february-2022-to-16-february-2022,Immigration Rules archive: 15 February 2022 to 16 February 2022
/government/publications/immigration-rules-archive-1-january-2022-to-14-february-2022,Immigration Rules archive: 1 January 2022 to 14 February 2022
/government/publications/immigration-rules-archive-14-december-2021-to-31-december-2021,Immigration Rules archive: 14 December 2021 to 31 December 2021
/government/publications/immigration-rules-archive-30-november-2021-13-december-2021,Immigration Rules archive: 30 November 2021 to 13 December 2021
/government/publications/immigration-rules-archive-1-november-2021-to-29-november-2021,Immigration Rules archive: 1 November 2021 to 29 November 2021
/government/publications/immigration-rules-archive-11-october-2021-to-31-october-2021,Immigration Rules archive: 11 October 2021 to 31 October 2021
/government/publications/immigration-rules-archive-6-october-2021-to-10-october-2021,Immigration Rules archive: 6 October 2021 to 10 October 2021
/government/publications/immigration-rules-archive-1-october-2021-to-5-october-2021,Immigration Rules archive: 1 October 2021 to 5 October 2021
/government/publications/immigration-rules-archive-1-july-2021-to-30-september-2021,Immigration Rules archive: 1 July 2021 to 30 September 2021
/government/publications/immigration-rules-archive-21-may-2021-to-30-june-2021,Immigration Rules archive: 21 May 2021 to 30 June 2021
/government/publications/immigration-rules-archive-6-may-2021-to-20-may-2021,Immigration Rules archive: 6 May 2021 to 20 May 2021
/government/publications/immigration-rules-archive-5-may-2021-to-5-may-2021,Immigration Rules archive: 5 May 2021 to 5 May 2021
/government/publications/immigration-rules-archive-6-april-2021-to-4-may-2021,Immigration Rules archive: 6 April 2021 to 4 May 2021
